length_cm,year,pond,station,month
38,2004,PJ,PJ1,4
41,2004,PJ,PJ1,4
32,2004,PJ,PJ1,4
35,2004,PJ,PJ1,4
41,2004,PJ,PJ1,4
36,2004,PJ,PJ1,4
41,2004,PJ,PJ2,4
30,2004,PJ,PJ2,4
35,2004,PJ,PJ2,4
35,2004,PJ,PJ2,4
43,2004,PJ,PJ2,4
36,2004,PJ,PJ2,4
35,2004,PJ,PJ2,4
32,2004,PJ,PJ2,4
32,2005,PJ,PJ2,4
34,2004,PJ,PJ2,4
34,2004,PJ,PJ2,4
33,2004,PJ,PJ2,4
37,2004,PJ,PJ2,4
34,2004,PJ,PJ2,4
38,2004,PJ,PJ1,4
31,2004,PJ,PJ1,4
32,2004,PJ,PJ1,4
30,2004,PJ,PJ1,4
46,2004,PJ,PJ1,4
43,2004,PJ,PJ1,4
35,2004,PJ,PJ1,4
37,2004,PJ,PJ1,4
36,2004,PJ,PJ1,4
36,2005,PJ,PJ1,1
34,2005,PJ,PJ1,1
35,2005,PJ,PJ1,1
35,2005,PJ,PJ1,1
34,2005,PJ,PJ1,1
39,2005,PJ,PJ1,1
32,2005,PJ,PJ1,1
29,2005,PJ,PJ1,1
31,2005,PJ,PJ1,1
39,2005,PJ,PJ1,1
39,2005,PJ,PJ1,1
40,2005,PJ,PJ1,1
41,2005,PJ,PJ6,2
30,2005,PJ,PJ6,2
30,2005,PJ,PJ6,2
43,2005,PJ,PJ6,2
32,2005,PJ,PJ6,2
35,2005,PJ,PJ6,2
38,2005,PJ,PJ1,3
31,2005,PJ,PJ1,3
41,2005,PJ,PJ1,3
40,2005,PJ,PJ1,3
32,2005,PJ,PJ1,3
33,2005,PJ,PJ2,3
31,2005,PJ,PJ2,3
35,2005,PJ,PJ2,3
31,2005,PJ,PJ2,3
38,2005,PJ,PJ2,3
39,2005,PJ,PJ2,3
34,2005,PJ,PJ2,3
31,2005,PJ,PJ2,3
30,2005,PJ,PJ2,3
36,2005,PJ,PJ1,4
37,2005,PJ,PJ1,4
37,2005,PJ,PJ1,4
33,2005,PJ,PJ1,4
45,2005,PJ,PJ2,4
39,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
39,2005,PJ,PJ2,4
39,2005,PJ,PJ2,4
39,2005,PJ,PJ2,4
39,2005,PJ,PJ2,4
33,2005,PJ,PJ2,4
36,2005,PJ,PJ2,4
36,2005,PJ,PJ2,4
33,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
42,2005,PJ,PJ2,4
33,2005,PJ,PJ2,4
35,2005,PJ,PJ2,4
35,2005,PJ,PJ1,4
37,2006,PJ,PJ1,4
38,2005,PJ,PJ1,4
35,2005,PJ,PJ1,4
39,2005,PJ,PJ1,4
42,2005,PJ,PJ1,4
41,2005,PJ,PJ1,4
40,2005,PJ,PJ1,4
34,2005,PJ,PJ1,4
36,2005,PJ,PJ1,4
36,2005,PJ,PJ1,4
37,2005,PJ,PJ1,4
36,2005,PJ,PJ1,4
32,2005,PJ,PJ2,4
42,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
40,2005,PJ,PJ2,4
38,2005,PJ,PJ2,4
37,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
41,2005,PJ,PJ2,4
46,2005,PJ,PJ2,4
40,2005,PJ,PJ2,4
44,2005,PJ,PJ2,4
34,2005,PJ,PJ1,4
33,2005,PJ,PJ1,4
43,2005,PJ,PJ1,4
39,2005,PJ,PJ1,4
34,2005,PJ,PJ1,4
39,2005,PJ,PJ1,4
33,2005,PJ,PJ1,4
37,2005,PJ,PJ1,4
36,2005,PJ,PJ1,4
31,2005,PJ,PJ1,4
37,2005,PJ,PJ1,4
34,2005,PJ,PJ1,4
36,2005,PJ,PJ1,4
33,2005,PJ,PJ1,4
33,2005,PJ,PJ1,4
38,2005,PJ,PJ2,4
40,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
38,2005,PJ,PJ2,4
43,2005,PJ,PJ2,4
40,2005,PJ,PJ2,4
38,2005,PJ,PJ2,4
40,2005,PJ,PJ2,4
37,2005,PJ,PJ2,4
38,2005,PJ,PJ2,4
32,2005,PJ,PJ2,4
39,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
40,2005,PJ,PJ1,4
37,2005,PJ,PJ1,4
42,2005,PJ,PJ1,4
30,2005,PJ,PJ1,4
31,2005,PJ,PJ1,4
40,2005,PJ,PJ2,4
44,2005,PJ,PJ2,4
38,2005,PJ,PJ2,4
40,2005,PJ,PJ2,4
33,2005,PJ,PJ2,4
39,2005,PJ,PJ2,4
36,2005,PJ,PJ2,4
34,2005,PJ,PJ2,4
38,2005,PJ,PJ2,4
34,2006,PJ,PJ1,1
38,2006,PJ,PJ1,1
33,2006,PJ,PJ1,1
33,2006,PJ,PJ1,1
30,2006,PJ,PJ1,1
31,2006,PJ,PJ1,1
37,2006,PJ,PJ1,1
37,2006,PJ,PJ1,1
41,2006,PJ,PJ1,1
32,2006,PJ,PJ1,1
33,2006,PJ,PJ1,1
39,2006,PJ,PJ1,1
33,2006,PJ,PJ1,1
31,2006,PJ,PJ1,1
31,2006,PJ,PJ1,1
32,2006,PJ,PJ1,1
31,2006,PJ,PJ2,1
43,2006,PJ,PJ2,1
31,2006,PJ,PJ2,1
42,2006,PJ,PJ2,1
42,2006,PJ,PJ1,1
32,2006,PJ,PJ2,1
32,2006,PJ,PJ2,1
32,2006,PJ,PJ2,1
34,2006,PJ,PJ2,1
32,2006,PJ,PJ1,1
32,2006,PJ,PJ2,1
33,2006,PJ,PJ2,1
38,2006,PJ,PJ2,1
41,2006,PJ,PJ2,1
35,2006,PJ,PJ2,1
40,2006,PJ,PJ2,1
39,2006,PJ,PJ1,1
36,2006,PJ,PJ1,1
33,2006,PJ,PJ1,1
36,2006,PJ,PJ1,1
37,2006,PJ,PJ1,1
34,2006,PJ,PJ2,1
34,2006,PJ,PJ2,1
45,2006,PJ,PJ2,1
34,2006,PJ,PJ2,1
32,2006,PJ,PJ2,1
44,2006,PJ,PJ2,1
40,2006,PJ,PJ2,1
31,2006,PJ,PJ2,1
38,2006,PJ,PJ2,1
35,2006,PJ,PJ2,1
35,2006,PJ,PJ2,1
34,2006,PJ,PJ2,1
32,2006,PJ,PJ2,1
34,2006,PJ,PJ2,1
32,2006,PJ,PJ2,1
41,2006,PJ,PJ1,1
37,2006,PJ,PJ1,1
31,2006,PJ,PJ1,1
37,2006,PJ,PJ2,1
37,2006,PJ,PJ2,1
33,2006,PJ,PJ2,1
41,2006,PJ,PJ2,1
38,2006,PJ,PJ2,1
31,2006,PJ,PJ1,1
37,2006,PJ,PJ1,1
39,2006,PJ,PJ1,1
35,2006,PJ,PJ2,1
34,2006,PJ,PJ2,1
33,2006,PJ,PJ2,1
34,2006,PJ,PJ1,2
37,2006,PJ,PJ1,2
33,2006,PJ,PJ1,2
34,2006,PJ,PJ1,2
39,2006,PJ,PJ1,2
36,2006,PJ,PJ1,2
42,2006,PJ,PJ1,2
41,2006,PJ,PJ2,2
36,2006,PJ,PJ2,2
31,2006,PJ,PJ2,2
42,2006,PJ,PJ2,2
33,2006,PJ,PJ2,2
35,2006,PJ,PJ2,2
34,2006,PJ,PJ2,2
33,2006,PJ,PJ2,2
40,2006,PJ,PJ1,2
32,2006,PJ,PJ1,2
38,2006,PJ,PJ2,3
34,2006,PJ,PJ2,3
34,2006,PJ,PJ2,3
35,2006,PJ,PJ2,3
33,2006,PJ,PJ2,3
36,2006,PJ,PJ2,3
42,2006,PJ,PJ3,4
36,2006,PJ,PJ3,4
35,2006,PJ,PJ3,4
35,2007,PJ,PJ1,1
40,2007,PJ,PJ1,1
39,2007,PJ,PJ1,1
35,2007,PJ,PJ1,1
38,2007,PJ,PJ1,1
30,2007,PJ,PJ1,1
33,2007,PJ,PJ1,1
35,2007,PJ,PJ1,1
32,2007,PJ,PJ1,1
43,2007,PJ,PJ1,3
35,2007,PJ,PJ1,3
37,2007,PJ,PJ1,3
36,2007,PJ,PJ1,3
34,2007,PJ,PJ3,3
33,2007,PJ,PJ3,3
33,2007,PJ,PJ3,3
30,2007,PJ,PJ3,3
36,2007,PJ,PJ6,3
40,2007,PJ,PJ1,3
39,2007,PJ,PJ6,4
36,2007,PJ,PJ6,4
42,2007,PJ,PJ1,4
30,2007,PJ,PJ2,4
37,2007,PJ,PJ2,4
34,2007,PJ,PJ2,4
31,2007,PJ,PJ6,4
37,2007,PJ,PJ6,4
31,2007,PJ,PJ6,4
37,2007,PJ,PJ6,4
30,2007,PJ,PJ6,4
34,2007,PJ,PJ1,4
33,2007,PJ,PJ1,4
37,2007,PJ,PJ2,4
41,2007,PJ,PJ3,5
33,2007,PJ,PJ3,5
36,2008,PJ,PJ1,2
33,2008,PJ,PJ2,3
34,2008,PJ,PJ3,3
33,2008,PJ,PJ3,3
31,2008,PJ,PJ2,3
37,2008,PJ,PJ2,3
31,2008,PJ,PJ2,3
33,2008,PJ,PJ2,3
35,2008,PJ,PJ2,3
34,2008,PJ,PJ2,3
31,2008,PJ,PJ2,3
32,2008,PJ,PJ2,3
36,2008,PJ,PJ2,4
37,2008,PJ,PJ2,4
33,2010,PJ,PJ6,1
41,2010,PJ,PJ6,1
36,2010,PJ,PJ6,1
30,2010,PJ,PJ6,2
34,2010,PJ,PJ6,2
32,2010,PJ,PJ6,2
35,2010,PJ,PJ6,2
38,2010,PJ,PJ6,3
33,2010,PJ,PJ6,3
33,2010,PJ,PJ2,3
35,2010,PJ,PJ2,3
33,2010,PJ,PJ6,3
31,2010,PJ,PJ6,3
37,2010,PJ,PJ2,3
36,2010,PJ,PJ2,3
39,2010,PJ,PJ6,4
32,2010,PJ,PJ6,4
34,2010,PJ,PJ6,4
32,2010,PJ,PJ6,4
31,2010,PJ,PJ6,4
35,2010,PJ,PJ6,4
43,2011,PJ,PJ6,1
35,2011,PJ,PJ6,1
34,2011,PJ,PJ6,1
35,2011,PJ,PJ2,3
35,2011,PP,PP1,3
40,2011,PP,PP1,3
39,2011,PP,PP1,3
43,2011,PP,PP1,4
39,2011,PP,PP1,4
43,2011,PP,PP1,4
35,2011,PJ,PJ3,4
43,2012,PJ,PJ1,1
41,2012,PJ,PJ1,1
34,2012,PJ,PJ1,2
31,2012,PJ,PJ1,2
32,2012,PJ,PJ1,2
34,2012,PJ,PJ1,2
30,2012,PJ,PJ1,2
33,2012,PJ,PJ1,2
31,2012,PJ,PJ1,2
30,2012,PJ,PJ1,2
35,2012,PP,PP1,3
46,2012,PP,PP1,3
48,2012,PP,PP1,3
41,2012,PP,PP1,3
39,2012,PJ,PJ3,3
35,2013,PP,PP1,3
31,2013,PP,PP1,3
46,2013,PP,PP1,4
31,2013,PP,PP1,4
32,2013,PP,PP1,4
41,2014,PJ,PJ2,3
44,2014,PP,PP1,4
26.5,2015,NP,NP1,4
37.5,2013,NP,NP1,3
39.5,2013,NP,NP1,2
45,2015,NP,NP1,4
39,2013,NP,NP1,3
42,2014,NP,NP2,4
35,2014,NP,NP2,4
36.5,2015,NP,NP1,4
42.5,2015,NP,NP1,4
40,2015,NP,NP2,4
33,2013,NP,NP1,2
44,2013,NP,NP1,4
37.5,2013,NP,NP1,3
38,2013,NP,NP1,3
38,2013,NP,NP2,3
46.5,2015,NP,NP1,4
31.5,2013,NP,NP1,4
34,2015,NP,NP2,4
32.5,2015,NP,NP1,4
37.5,2015,NP,NP1,3
28,2013,NP,NP2,3
34,2015,NP,NP2,4
30,2015,NP,NP1,4
37,2013,NP,NP1,4
39,2013,NP,NP2,4
36,2013,NP,NP2,3
34,2015,NP,NP1,4
35,2013,NP,NP1,2
40,2013,NP,NP2,2
30,2015,NP,NP2,3
36,2013,NP,NP2,2
37,2015,NP,NP1,3
35,2013,NP,NP1,4
39.5,2013,NP,NP2,3
40,2015,NP,NP1,4
37,2015,NP,NP1,3
35,2013,NP,NP2,2
25,2013,NP,NP1,2
41,2013,NP,NP1,3
29.5,2013,NP,NP1,3
44,2015,NP,NP1,4
31,2013,NP,NP1,3
37.5,2013,NP,NP1,3
33,2015,NP,NP1,4
35,2014,NP,NP2,4
36,2014,NP,NP2,4
40,2013,NP,NP2,4
32,2013,NP,NP1,3
38,2013,NP,NP1,4
31,2013,NP,NP2,4
36,2013,NP,NP2,3
40,2015,NP,NP2,4
32,2014,NP,NP2,4
26,2015,NP,NP1,4
29.5,2013,NP,NP1,4
31.5,2013,NP,NP2,3
36,2013,NP,NP2,3
37,2013,NP,NP2,2
37,2013,NP,NP1,4
33.5,2015,NP,NP1,4
39,2015,NP,NP2,4
40,2013,NP,NP1,2
26,2013,NP,NP2,2
36,2013,NP,NP1,2
38,2013,NP,NP2,3
35,2015,NP,NP1,3
35,2014,NP,NP2,4
42.5,2013,NP,NP1,3
36,2013,NP,NP2,4
34,2014,NP,NP2,4
38,2013,NP,NP1,3
42.5,2015,NP,NP1,4
40,2015,NP,NP2,4
36.5,2015,NP,NP1,3
36.5,2015,NP,NP2,4
36.5,2013,NP,NP1,2
40,2013,NP,NP2,4
41,2014,NP,NP2,4
43,2013,NP,NP1,3
30,2013,NP,NP2,2
31,2013,NP,NP2,2
40,2015,NP,NP1,4
28,2015,NP,NP1,4
NA,2015,NP,NP2,4
33,2015,NP,NP2,4
37,2013,NP,NP2,4
36,2013,NP,NP2,3
28,2015,NP,NP2,4
40.9,2017,PP,PP1,3
31.5,2015,PP,PP1,4
34,2016,PJ,PJ3,3
49.7,2015,PP,PP1,3
31.2,2015,PJ,PJ3,4
35,2015,PP,PP1,4
41,2014,PP,PP1,4
35,2016,PP,PP1,4
36,2015,PP,PP1,3
37.3,2015,PP,PP1,4
36.1,2015,PJ,PJ3,4
37.6,2016,PP,PP1,4
28.9,2015,PP,PP1,4
39,2015,PP,PP1,4
48,2017,PP,PP1,3
44.1,2015,PP,PP1,4
36.4,2015,PP,PP1,4
34.2,2015,PJ,PJ3,4
31.3,2015,PP,PP1,3
39.8,2012,NP,NP1,1
40,2012,NP,NP1,2
38,2012,NP,NP2,2
39,2012,NP,NP1,2
28,2013,NP,NP2,2
29,2012,NP,NP1,2
34,2012,NP,NP1,2
37.5,2012,NP,NP1,2
36,2012,NP,NP1,2
39,2012,NP,NP1,2
30.6,2012,NP,NP1,1
25.5,2013,NP,NP2,2
29.5,2012,NP,NP1,2
37,2012,NP,NP1,2
27,2012,NP,NP1,3
45,2012,NP,NP1,2
35.5,2012,NP,NP2,2
42,2013,NP,NP2,2
41,2012,NP,NP2,2
33.5,2012,NP,NP2,3
38,2012,NP,NP2,2
42,2012,NP,NP1,2
44,2012,NP,NP2,3
39,2012,NP,NP2,3
34,2012,NP,NP2,2
34,2012,NP,NP1,2
39,2012,NP,NP1,2
43,2012,NP,NP2,2
31,2012,NP,NP2,2
26,2012,NP,NP1,3
28,2012,NP,NP2,3
30.5,2012,NP,NP1,1
43.5,2012,NP,NP1,3
43,2012,NP,NP1,2
37.5,2013,NP,NP2,2
31,2012,NP,NP2,2
37.5,2012,NP,NP2,2
36.5,2012,NP,NP2,2
32.5,2012,NP,NP2,3
31,2012,NP,NP1,2
33,2012,NP,NP2,2
33,2012,NP,NP2,2
37,2012,NP,NP2,2
40,2012,NP,NP1,2
40,2012,NP,NP1,2
45.5,2012,NP,NP1,2
35,2012,NP,NP1,2
41,2012,NP,NP2,2
43,2012,NP,NP1,2
29.5,2012,NP,NP2,3
37.5,2013,NP,NP2,2
36.5,2012,NP,NP1,2
31,2012,NP,NP2,2
39,2013,NP,NP1,1
40,2012,NP,NP1,2
40.5,2013,NP,NP2,2
38,2012,NP,NP2,2
33.5,2012,NP,NP2,2
34.5,2012,NP,NP1,3
29,2012,NP,NP2,2
31,2012,NP,NP2,2
41,2012,NP,NP2,2
44,2012,NP,NP2,2
36.5,2012,NP,NP1,3
43.5,2012,NP,NP1,3
34,2012,NP,NP1,2
30,2012,NP,NP1,3
38.5,2012,NP,NP2,2
36,2012,NP,NP1,2
36.5,2012,NP,NP1,3
32,2012,NP,NP1,2
43,2013,NP,NP2,2
32,2012,NP,NP1,3
32.5,2013,NP,NP2,2
42.5,2012,NP,NP1,2
38,2012,NP,NP2,3
41,2012,NP,NP2,2
35,2012,NP,NP2,2
30.5,2012,NP,NP1,2
36.5,2012,NP,NP2,2
41,2012,NP,NP2,2
44,2012,NP,NP2,2
35,2012,NP,NP1,2
41.5,2012,NP,NP2,3
36,2013,NP,NP2,2
34,2012,NP,NP1,2
36,2012,NP,NP2,2
34,2012,NP,NP2,3
30.5,2012,NP,NP2,3
32,2012,NP,NP2,2
33.5,2012,NP,NP2,2
26,2015,NP,NP2,3
34,2015,NP,NP2,3
35.5,2015,NP,NP2,3
39.5,2015,NP,NP2,3
38.5,2014,NP,NP2,4
25.5,2015,NP,NP2,3
39.5,2015,NP,NP2,3
40,2015,NP,NP2,4
32,2015,NP,NP2,3
40,2014,NP,NP1,3
37,2014,NP,NP1,4
43,2014,NP,NP1,3
30,2014,NP,NP2,2
33,2014,NP,NP1,2
40,2014,NP,NP2,3
36,2003,PJ,PJ1,1
33,2003,PJ,PJ1,1
28,2015,NP,NP2,3
40,2003,PJ,PJ2,1
34,2003,PJ,PJ2,1
42.5,2014,NP,NP2,3
36,2015,NP,NP2,4
42,2003,PJ,PJ2,1
37,2003,PJ,PJ2,1
NA,2015,NP,NP2,4
40,2003,PJ,PJ1,1
38,2015,NP,NP2,3
42,2014,NP,NP1,2
31,2003,PJ,PJ1,1
45,2003,PJ,PJ2,1
42,2003,PJ,PJ1,1
34,2014,NP,NP1,3
33,2003,PJ,PJ1,1
39,2003,PJ,PJ1,1
43,2003,PJ,PJ1,1
39,2003,PJ,PJ1,1
33,2003,PJ,PJ1,1
38,2015,NP,NP2,3
32,2003,PJ,PJ1,1
31,2003,PJ,PJ1,1
38,2015,NP,NP1,4
40,2003,PJ,PJ1,1
33,2014,NP,NP1,2
46,2003,PJ,PJ3,1
33,2003,PJ,PJ3,1
32.5,2014,NP,NP1,3
33,2003,PJ,PJ3,1
41,2003,PJ,PJ3,1
42.5,2014,NP,NP1,4
30,2003,PJ,PJ3,1
37,2015,NP,NP2,3
38,2003,PJ,PJ1,1
40.5,2014,NP,NP1,4
35,2003,PJ,PJ1,1
35,2015,NP,NP2,3
36,2003,PJ,PJ1,1
41,2003,PJ,PJ1,1
37.5,2015,NP,NP1,4
31,2003,PJ,PJ1,1
36,2003,PJ,PJ2,1
37,2003,PJ,PJ2,1
42,2003,PJ,PJ2,1
32,2003,PJ,PJ2,1
42,2014,NP,NP1,4
43,2003,PJ,PJ2,2
33.5,2015,NP,NP2,3
41,2014,NP,NP1,4
41,2003,PJ,PJ1,2
32,2003,PJ,PJ1,2
36,2015,NP,NP2,3
37,2014,NP,NP1,3
39,2003,PJ,PJ1,2
38,2003,PJ,PJ1,3
33.5,2015,NP,NP2,3
33,2003,PJ,PJ1,3
40,2014,NP,NP2,4
36,2003,PJ,PJ1,3
28,2014,NP,NP2,3
35,2003,PJ,PJ3,3
31,2003,PJ,PJ3,3
25.5,2015,NP,NP2,3
44,2003,PJ,PJ1,3
39,2003,PJ,PJ1,3
40,2003,PJ,PJ1,3
29,2015,NP,NP2,4
37,2015,NP,NP2,4
39,2003,PJ,PJ1,3
39,2015,NP,NP2,3
41,2003,PJ,PJ1,3
35,2003,PJ,PJ1,3
39,2003,PJ,PJ1,3
39,2003,PJ,PJ1,3
29,2015,NP,NP2,3
35,2003,PJ,PJ1,3
38,2003,PJ,PJ1,3
42,2015,NP,NP2,3
36,2003,PJ,PJ1,3
34,2003,PJ,PJ1,3
37,2003,PJ,PJ1,3
41,2015,NP,NP1,3
35,2015,NP,NP2,3
36,2003,PJ,PJ3,3
36,2003,PJ,PJ3,3
36,2014,NP,NP1,4
38,2003,PJ,PJ3,3
39,2003,PJ,PJ1,4
28.5,2014,NP,NP1,3
34,2003,PJ,PJ1,4
35,2003,PJ,PJ1,4
35,2014,NP,NP2,3
37,2003,PJ,PJ1,4
26,2015,NP,NP2,3
32,2003,PJ,PJ1,4
34,2003,PJ,PJ1,4
35,2015,NP,NP1,4
40,2003,PJ,PJ1,4
32,2003,PJ,PJ1,4
36,2003,PJ,PJ1,4
26,2015,NP,NP2,4
37,2003,PJ,PJ1,4
26.5,2015,NP,NP2,3
34,2003,PJ,PJ3,4
32,2003,PJ,PJ3,4
37,2015,NP,NP2,4
44,2003,PJ,PJ3,4
36,2014,NP,NP2,4
39.5,2015,NP,NP1,3
30,2003,PJ,PJ3,4
32,2003,PJ,PJ3,4
33.5,2014,NP,NP1,3
35,2003,PJ,PJ3,4
46,2003,PJ,PJ2,4
33.5,2015,NP,NP2,3
34,2003,PJ,PJ2,4
34,2003,PJ,PJ2,4
45,2015,NP,NP1,4
31.5,2013,NP,NP1,3
35.5,2013,NP,NP1,1
31,2012,NP,NP2,3
41,2013,NP,NP1,1
46,2013,NP,NP1,3
41,2013,NP,NP2,2
40,2013,NP,NP2,1
42,2013,NP,NP2,1
39.5,2012,NP,NP2,3
41.5,2013,NP,NP1,2
41,2013,NP,NP2,1
35,2012,NP,NP2,3
43,2012,NP,NP2,3
27.5,2013,NP,NP2,3
35,2013,NP,NP2,3
37,2012,NP,NP1,3
23.5,2013,NP,NP2,2
36,2012,NP,NP1,3
27.5,2013,NP,NP1,3
36.5,2013,NP,NP1,3
42,2013,NP,NP2,1
36,2013,NP,NP1,3
36,2012,NP,NP2,3
33,2013,NP,NP1,3
30,2013,NP,NP2,1
33,2013,NP,NP2,2
30,2013,NP,NP1,2
34.5,2013,NP,NP1,3
30,2013,NP,NP1,3
31.5,2012,NP,NP1,3
35.5,2013,NP,NP1,3
38.5,2013,NP,NP2,3
28,2013,NP,NP2,3
36,2012,NP,NP2,3
32.5,2013,NP,NP2,3
31.5,2013,NP,NP1,3
29.5,2013,NP,NP1,2
28.5,2013,NP,NP1,3
35.5,2013,NP,NP1,3
35.5,2013,NP,NP2,3
NA,2015,NP,NP2,4
42.5,2013,NP,NP2,2
23.5,2015,NP,NP2,4
38.5,2013,NP,NP1,3
35,2013,NP,NP2,3
40.5,2013,NP,NP1,3
41.5,2014,NP,NP1,4
40,2013,NP,NP1,3
40,2013,NP,NP1,3
34,2013,NP,NP2,3
42,2013,NP,NP2,3
27,2015,NP,NP2,3
37.5,2013,NP,NP2,3
42,2012,NP,NP1,3
38,2013,NP,NP2,1
37.5,2013,NP,NP1,1
46,2013,NP,NP1,1
40.5,2013,NP,NP2,3
39,2013,NP,NP2,3
29.5,2013,NP,NP2,3
35,2012,NP,NP2,3
35,2013,NP,NP1,3
33.5,2012,NP,NP1,3
28.5,2013,NP,NP1,2
28.5,2013,NP,NP1,3
37,2013,NP,NP1,1
29,2013,NP,NP2,2
38,2013,NP,NP1,3
38,2013,NP,NP1,1
26,2013,NP,NP1,3
40,2013,NP,NP1,3
36,2013,NP,NP1,3
35,2013,NP,NP1,1
35.5,2013,NP,NP2,3
32,2012,NP,NP1,3
32.5,2012,NP,NP2,3
30,2013,NP,NP1,3
31.5,2013,NP,NP2,3
38,2013,NP,NP2,3
33.5,2013,NP,NP2,3
34,2013,NP,NP1,3
37,2013,NP,NP2,3
35,2012,NP,NP1,3
39,2013,NP,NP1,3
38,2013,NP,NP2,1
32,2013,NP,NP1,3
42,2013,NP,NP2,1
33,2013,NP,NP2,3
33,2012,NP,NP2,3
43,2013,NP,NP2,1
33.7,2024,PP,PP3,1
35,2003,PJ,PJ2,4
35.5,2024,NP,NP3,1
33,2003,PJ,PJ2,4
33.8,2024,NP,NP3,1
34,2003,PJ,PJ2,4
32.6,2024,PP,PP3,1
37,2003,PJ,PJ5,4
40.4,2024,NP,NP1,12
32,2003,PJ,PJ5,4
34.3,2024,PP,PP6,1
35,2003,PJ,PJ5,4
31.8,2024,PP,PP6,1
35,2003,PJ,PJ5,4
35,2003,PJ,PJ5,4
30,2018,PP,PP1,3
44,2003,PJ,PJ5,4
44.5,2024,NP,NP3,12
39,2003,PJ,PJ5,4
35.2,2024,NP,NP5,12
40,2003,PJ,PJ5,4
39.2,2024,NP,NP3,1
34.2,2024,NP,NP5,1
33.8,2024,PP,PP3,1
36,2024,NP,NP3,1
33,2024,PP,PP3,1
38,2018,PP,PP1,3
32,2024,NP,NP3,1
33,2024,PP,PP6,1
30.6,2024,NP,NP3,12
30.4,2024,NP,NP3,12
31,2024,NP,NP3,1
33.8,2024,NP,NP5,12
46.2,2024,NP,NP3,1
38.6,2024,NP,NP3,1
35.4,2024,NP,NP3,1
39.6,2024,PP,PP6,1
35.4,2024,NP,NP5,1
34,2024,NP,NP3,1
31.2,2024,PP,PP6,1
39.7,2024,NP,NP3,1
42.6,2024,NP,NP3,1
34.7,2024,NP,NP3,1
41.9,2024,NP,NP5,1
31,2018,PP,PP1,3
31.2,2024,PP,PP3,1
30.9,2024,NP,NP5,1
30.5,2024,PP,PP3,12
388,2025,NP,NP3,1
38,2024,NP,NP3,1
33.4,2024,PP,PP6,1
31.3,2024,NP,NP3,12
34.7,2024,NP,NP5,12
35.7,2024,PP,PP6,1
30.8,2024,PP,PP3,1
41.5,2024,NP,NP5,12
30.6,2024,NP,NP3,12
32.3,2024,PP,PP3,1
39.5,2024,NP,NP3,1
31.4,2024,NP,NP3,1
31.1,2024,NP,NP3,1
30.3,2024,NP,NP7,1
33.7,2024,NP,NP3,1
35.1,2024,NP,NP5,12
32.7,2024,PP,PP6,1
42,2024,NP,NP3,1
38.4,2024,NP,NP3,1
31.8,2024,NP,NP1,12
37.5,2024,NP,NP3,1
37.3,2024,NP,NP3,1
33.9,2024,NP,NP5,12
30.3,2024,NP,NP3,1
38.9,2024,NP,NP3,1
38,2024,NP,NP3,12
38,2024,NP,NP3,1
31,2018,PP,PP1,3
32,2024,PP,PP3,1
37.8,2024,PP,PP3,12
30.7,2024,NP,NP3,1
31.9,2024,NP,NP1,12
37.8,2024,NP,NP3,12
39.8,2024,NP,NP5,12
35.9,2024,NP,NP5,1
40.5,2024,NP,NP5,1
34,2024,PP,PP6,1
32,2024,NP,NP3,1
31.8,2024,PP,PP3,1
